id,name,level,propType,spirit,speed,range,vitalSensibility,skills,bodyPart,reward,canCapture,group,openMap,goodPoints,liveplace
3000,Guard Captain-Arden,116,1,100,13,2,90,31|28|6,Body|Head|Legs,2410|1.5;116|0.2;505|0.2;605|0.2;3302|1;4100|0.5;4200|0.5,0,1,0,0,0
3001,Iron Chaplain-Anthony,122,4,100,10,5,90,20|31|4,Body|Head|Legs,2410|1.5;116|0.2;505|0.2;605|0.2;3305|1;4100|0.5;4200|0.6,0,1,0,0,0
3002,Order Knights-El Salvador,122,1,100,16,3,90,31|28|6,Body|Head|Legs,2410|1.5;116|0.2;505|0.2;605|0.2;3302|1;4100|0.5;4200|0.7,0,1,0,0,0
3003,Legate-Paris,119,1,100,13,2,90,31|28|6,Body|Head|Legs,2410|1.5;116|0.2;505|0.2;605|0.2;3302|1;4100|0.5;4200|0.8,0,1,0,0,0
3004,Silver Flame-Ural,118,8,100,16,15,90,22,Body|Head|Legs,2410|1.5;206|0.2;505|0.2;605|0.2;3304|1;4100|0.5;4200|0.9,0,1,0,0,0
3005,Knight Enforcer-Olaf,118,1,100,16,3,90,31|28|6,Body|Head|Legs,2410|1.5;116|0.2;505|0.2;605|0.2;3302|1;4100|0.5;4200|0.10,0,1,0,0,0
3006,Crossbower-Dona,122,8,100,15,12,90,22,Body|Head|Legs,2410|1.5;206|0.2;505|0.2;605|0.2;3304|1;4100|0.5;4200|0.9,0,1,0,0,0
3007,Holy Flame-Kay,126,1,100,12,2,90,31|28|6,Body|Head|Legs,2410|1.5;116|0.2;505|0.2;605|0.2;3302|1;4100|0.5;4200|0.12,0,1,0,0,0
3008,Ruler of Order-Ai Mosi,245,10,100,12,2,100,31|28|6,Body|Head|Legs,2410|1,0,1,0,0,0
3009,Guard Soldier,81,3,100,8,2,70,31|28|6,Body|Head|Legs,2410|0.2;106|0.2;503|0.2;603|0.2;3302|0.3;4100|0.5;4200|0.5,0,2,0,0,0
3010,Guard Archer,74,9,100,10,10,70,22,Body|Head|Legs,2410|0.2;202|0.2;503|0.2;603|0.2;3304|0.3;4100|0.5;4200|0.5,0,2,0,0,0
3011,Fire Master,74,9,100,8,8,70,20|31|4,Body|Head|Legs,2410|0.2;503|0.2;603|0.2;3305|0.3;4100|0.5;4200|0.5,0,2,0,0,0
3012,Imperial Guard,88,6,100,10,2,70,31|28|6,Body|Head|Legs,2410|0.2;106|0.2;503|0.2;603|0.2;3302|0.3;4100|0.5;4200|0.5,0,2,0,0,0
3013,Imperial Archer,77,6,100,12,10,70,22,Body|Head|Legs,2410|0.2;202|0.2;503|0.2;603|0.2;3304|0.3;4100|0.5;4200|0.5,0,2,0,0,0
3014,Imperial Knight,81,3,100,15,3,70,31|28|6,Body|Head|Legs,2410|0.2;106|0.2;503|0.2;603|0.2;3302|0.3;4100|0.5;4200|0.5,0,2,0,0,0
3015,Imperial Master,89,9,100,10,8,70,20|31|4,Body|Head|Legs,2410|0.2;503|0.2;603|0.2;3305|0.3;4100|0.5;4200|0.5,0,2,0,0,0
3016,Kodo,84,3,100,16,2,70,1|19,Body|Head|Legs,2410|0.2,1,1,0,0,0
3017,Stone Hurler,87,6,100,10,6,70,22,Body|Head|Legs,2410|0.2;202|0.2;503|0.2;603|0.2;3304|0.3;4100|0.5;4200|0.5,0,2,0,0,0
3100,Element Master-Saluman,128,4,100,15,8,90,12|20,Body|Head|Legs,2411|1.5;3305|1;2400|0.5;507|0.2;607|0.2,0,1,0,0,0
3101,Ice Queen-Sarah,120,8,100,12,10,90,13|36,Body|Head|Legs,2411|1.5;3305|1;2400|0.5;507|0.2;607|0.2,0,1,0,0,0
3102,Frost Star-Sol,119,8,100,16,12,90,13|36,Body|Head|Legs,2411|1.5;3305|1;2400|0.5;507|0.2;607|0.2,0,1,0,0,0
3103,Elder of Time-Gabriel,117,8,100,15,10,90,12|20,Body|Head|Legs,2411|1.5;3305|1;2400|0.5;507|0.2;607|0.2,0,1,0,0,0
3104,Elder of Space-Rambo,112,4,100,15,8,90,12|20|18,Body|Head|Legs,2411|1.5;3305|1;2400|0.5;507|0.2;607|0.2,0,1,0,0,0
3105,The Witch-Varna,112,4,100,12,9,90,12|20|18,Body|Head|Legs,2411|1.5;3305|1;2400|0.5;507|0.2;607|0.2,0,1,0,0,0
3106,Guardian of Light-Law,118,1,100,15,8,90,20|31,Body|Head|Legs,2411|1.5;3305|1;2400|0.5;507|0.2;607|0.2,0,1,0,0,0
3107,Magic Master-Kandal,110,1,100,15,7,90,20|31,Body|Head|Legs,2411|1.5;3305|1;2400|0.5;507|0.2;607|0.2,0,1,0,0,0
3108,Ruler of Truth-Hurricane,251,13,100,20,8,100,20|31|12|13,Body|Head|Legs,2411|1,0,1,0,0,0
3109,Light Master,73,6,100,8,8,70,20|31|4,Body|Head|Legs,2411|0.2;3305|0.2;2400|0.1;502|0.2;602|0.2,0,2,0,0,0
3110,Light of hooter,72,6,100,12,12,70,22,Body|Head|Legs,2411|0.2;3305|0.2;2400|0.1;502|0.2;602|0.2,0,2,0,0,0
3111,Ashe,83,9,100,12,12,70,22,Body|Head|Legs,2411|0.2;3305|0.2;2400|0.1;502|0.2;602|0.2,0,2,0,0,0
3112,Stone Giant,77,3,100,8,2,70,29|16,Body|Head|Legs,2411|0.2;3305|0.2;2400|0.1;502|0.2;602|0.2,1,1,0,0,0
3113,Puppet Warrior,71,6,100,11,2,70,31|28|6,Body|Head|Legs,2411|0.2;3305|0.2;2400|0.1;502|0.2;602|0.2,0,2,0,0,0
3114,Puppet Archer,80,6,100,11,10,70,22,Body|Head|Legs,2411|0.2;3305|0.2;2400|0.1;502|0.2;602|0.2,0,3,0,0,0
3115,Magic Guard,81,3,100,11,2,70,31|28|6,Body|Head|Legs,2411|0.2;3305|0.2;2400|0.1;502|0.2;602|0.2,0,2,0,0,0
3200,Iron Orangutan-Gondor,117,1,100,16,3,90,8|15|24,Body|Head|Legs,2412|1.5;504|0.5;604|0.5;702|0.5;3304|1;2401|0.5,0,1,0,0,0
3201,Giant Horn-Caesar,117,1,100,16,2,90,19,Body|Head|Legs,2412|1.5;504|0.5;604|0.5;702|0.5;3304|1;2401|0.5,0,1,0,0,0
3202,Bloodlust Commander-Arthur,130,8,100,18,2,90,21,Body|Head|Legs,2412|1.5;504|0.5;604|0.5;702|0.5;3304|1;2401|0.5,0,1,0,0,0
3203,Disciple of Life-Ban,115,4,100,14,8,90,5|31,Body|Head|Legs,2412|1.5;504|0.5;604|0.5;702|0.5;3304|1;2401|0.5,0,1,0,0,0
3204,Druid Chief-Breyer,121,8,100,17,4,90,27|31,Body|Head|Legs,2412|1.5;504|0.5;604|0.5;702|0.5;3304|1;2401|0.5,0,1,0,0,0
3205,Oak Soldier-Barrett,122,1,100,12,2,90,31|24,Body|Head|Legs,2412|1.5;504|0.5;604|0.5;702|0.5;3304|1;2401|0.5,0,1,0,0,0
3206,Princess Vine-Sabrina,116,4,100,15,8,90,27|34,Body|Head|Legs,2412|1.5;504|0.5;604|0.5;702|0.5;3304|1;2401|0.5,0,1,0,0,0
3207,Guardian of Jungle-Gold Mane,118,1,100,17,3,90,1|21,Body|Head|Legs,2412|1.5;504|0.5;604|0.5;702|0.5;3304|1;2401|0.5,0,1,0,0,0
3208,Ruler of Life-Arwen,256,12,100,18,17,100,27|22|34,Body|Head|Legs,2412|1,0,1,0,0,0
3209,Slime,76,6,100,10,2,70,2,Body|Head|Legs,2412|0.2;504|0.1;604|0.1;702|0.1;3304|0.2;2402|0.1,0,3,0,0,0
3210,Tree Keeper,73,3,100,8,2,70,16,Body|Head|,2412|0.2;504|0.1;604|0.1;702|0.1;3304|0.2;2402|0.1,0,2,0,0,0
3211,Vine Wizard,89,9,100,12,8,70,27|34,Body|Head|Legs,2412|0.2;504|0.1;604|0.1;702|0.1;3304|0.2;2402|0.1,0,2,0,0,0
3212,Orc Warrior,76,3,100,10,2,70,31|28|6,Body|Head|Legs,2412|0.2;504|0.1;604|0.1;702|0.1;3304|0.2;2402|0.1,0,2,0,0,0
3213,Orc Archer,78,9,100,12,12,70,22,Body|Head|Legs,2412|0.2;504|0.1;604|0.1;702|0.1;3304|0.2;2402|0.1,0,2,0,0,0
3214,Orc Mage,84,9,100,10,10,70,20|31|4,Body|Head|Legs,2412|0.2;504|0.1;604|0.1;702|0.1;3304|0.2;2402|0.1,0,2,0,0,0
3215,Tree Elf,82,6,100,8,2,70,16,Body|Head|,2412|0.2;504|0.1;604|0.1;702|0.1;3304|0.2;2402|0.1,1,2,0,0,0
3216,Wood Elf,82,9,100,13,2,70,22,Body|Head|Legs,2412|0.2;504|0.1;604|0.1;702|0.1;3304|0.2;2402|0.1,0,2,0,0,0
3217,Elf Archer,80,9,100,13,12,70,22,Body|Head|Legs,2412|0.2;504|0.1;604|0.1;702|0.1;3304|0.2;2402|0.1,0,2,0,0,0
3218,Wolf Knight,82,3,100,15,3,70,1|19,Body|Head|Legs,2412|0.2;504|0.1;604|0.1;702|0.1;3304|0.2;2402|0.1,0,1,0,0,0
3300,Wind Serpent-Peter,118,8,100,15,5,90,12|31,Body|Head|Legs,2413|1.5;2405|0.5;2400|0.1;2401|0.1;2402|0.1,0,1,0,0,0
3301,Flame Genie-Aladdin,128,8,100,12,8,90,12|31,Body|Head|Legs,2413|1.5;2405|0.5;2400|0.1;2401|0.1;2402|0.1,0,1,0,0,0
3302,Crimson Enchantress-Kate,114,4,100,12,6,90,34,Body|Head|Legs,2413|1.5;2405|0.5;2400|0.1;2401|0.1;2402|0.1,0,1,0,0,0
3303,Guardian of Fire-Claude,110,1,100,12,2,90,12|31,Body|Head|Legs,2413|1.5;2405|0.5;2400|0.1;2401|0.1;2402|0.1,0,1,0,0,0
3304,Void Walker-Hall,120,4,100,14,3,90,20|31,Body|Head|Legs,2413|1.5;2405|0.5;2400|0.1;2401|0.1;2402|0.1,0,1,0,0,0
3305,Devil Warlock-Kelvin,118,8,100,11,8,90,12|31,Body|Head|Legs,2413|1.5;2405|0.5;2400|0.1;2401|0.1;2402|0.1,0,1,0,0,0
3306,Hell Fighter-Moses,111,1,100,13,2,90,31|28|6,Body|Head|Legs,2413|1.5;2405|0.5;2400|0.1;2401|0.1;2402|0.1,0,1,0,0,0
3307,Time Hunter-Quint,119,8,100,15,2,90,22|28,Body|Head|Legs,2413|1.5;2405|0.5;2400|0.1;2401|0.1;2402|0.1,0,1,0,0,0
3308,Ruler of Abyss-Harrison,253,11,100,15,3,100,12|29|31|35,Body|Head|Legs,2413|1,0,1,0,0,0
3309,Devil,90,6,100,10,2,70,2|31,Body|Head|Legs,2413|0.2;2405|0.1;2400|0.05;2401|0.05;2402|0.05;2300|0.2;2301|0.2,0,3,0,0,0
3310,Small Devil,89,6,100,8,2,70,2|31,Body|Head|Legs,2413|0.2;2405|0.1;2400|0.05;2401|0.05;2402|0.05;2300|0.2;2301|0.2,0,2,0,0,0
3311,Flame Puppet,84,9,100,10,3,70,2|31|12,Body|Head|,2413|0.2;2405|0.1;2400|0.05;2401|0.05;2402|0.05;2300|0.2;2301|0.2,0,2,0,0,0
3312,Jump Devil,73,6,100,8,2,70,2|31,Body|Head|Legs,2413|0.2;2405|0.1;2400|0.05;2401|0.05;2402|0.05;2300|0.2;2301|0.2,0,2,0,0,0
3313,Fin Devil,84,9,100,14,3,70,1|2,Body|Head|Wings,2413|0.2;2405|0.1;2400|0.05;2401|0.05;2402|0.05;2300|0.2;2301|0.2,1,3,0,0,0
3314,Flame Ant,88,3,100,14,2,70,1|2,Body|Head|Legs,2413|0.2;2405|0.1;2400|0.05;2401|0.05;2402|0.05;2300|0.2;2301|0.2,1,3,0,0,0
3315,Fire Element,87,9,100,10,2,70,12,Body|Head|Legs,2413|0.2;2405|0.1;2400|0.05;2401|0.05;2402|0.05;2300|0.2;2301|0.2,0,2,0,0,0
3316,Lord of Abyss,70,3,100,9,4,70,12|19,Body|Head|Legs,2413|0.2;2405|0.1;2400|0.05;2401|0.05;2402|0.05;2300|0.2;2301|0.2,0,2,0,0,0
3400,Death Reaper-Shaun,111,8,100,12,10,90,26|31,Body|Head|Legs,2414|1.5;2402|0.5;2202|0.2;3305|1,0,1,0,0,0
3401,Queen Immortal-Serra,123,8,100,11,12,90,26|4|31,Body|Head|Legs,2414|1.5;2402|0.5;2202|0.2;3305|1,0,1,0,0,0
3402,Shadow of Death-Moro,126,4,100,15,3,90,21|28|31,Body|Head|Legs,2414|1.5;2402|0.5;2202|0.2;3305|1,0,1,0,0,0
3403,Witch of Plague-Rebecca,121,4,100,11,8,90,5|31,Body|Head|Legs,2414|1.5;2402|0.5;2202|0.2;3305|1,0,1,0,0,0
3404,Skeleton King-Orric,114,1,100,12,2,90,31|28|6,Body|Head|Legs,2414|1.5;2402|0.5;2202|0.2;3305|1,0,1,0,0,0
3405,Ghost Leader-Miller,115,1,100,14,2,90,10|14,Body|Head|Legs,2414|1.5;2402|0.5;2202|0.2;3305|1,0,1,0,0,0
3406,Sneak Assassin-Udon,117,8,100,15,2,90,28|6,Body|Head|Legs,2414|1.5;2402|0.5;2202|0.2;3305|1,0,1,0,0,0
3407,Swamp Hunter-No Eye,117,4,100,16,12,90,22|28,Body|Head|Legs,2414|1.5;2402|0.5;2202|0.2;3305|1,0,1,0,0,0
3408,Ruler of Death- Skull Dragon,260,15,100,20,12,100,12|14|26,Body|Head|Legs,2414|1,0,1,0,0,0
3409,Skeleton Soldier,83,6,100,8,2,70,31|28|6,Body|Head|Legs,2414|0.2;2402|0.1;2202|0.05;3305|0.2,0,3,0,0,0
3410,Skeleton Warrior,73,6,100,8,2,70,31|28|6,Body|Head|Legs,2414|0.2;2402|0.1;2202|0.05;3305|0.2,0,2,0,0,0
3411,Skeletal Archer,77,6,100,9,8,70,22|28,Body|Head|Legs,2414|0.2;2402|0.1;2202|0.05;3305|0.2,0,3,0,0,0
3412,Plague Master,88,9,100,8,7,70,20|31|4,Body|Head|Legs,2414|0.2;2402|0.1;2202|0.05;3305|0.2,0,2,0,0,0
3413,Tomb Watcher,84,3,100,8,3,70,31|26,Body|Head|Legs,2414|0.2;2402|0.1;2202|0.05;3305|0.2,0,1,0,0,0
3414,Ghost,76,6,100,14,2,70,10,Body|Head|,2414|0.2;2402|0.1;2202|0.05;3305|0.2,0,1,0,0,0
3415,Ghost Assassin,85,9,100,16,2,70,31|28|6,Body|Head|Legs,2414|0.2;2402|0.1;2202|0.05;3305|0.2,0,1,0,0,0
3416,Marsh Lord,84,3,100,12,3,70,10|31,Body|Head|Legs,2414|0.2;2402|0.1;2202|0.05;3305|0.2,0,1,0,0,0
3417,Skull Beast,85,6,100,13,2,70,19,Body|Head|Legs,2414|0.2;2402|0.1;2202|0.05;3305|0.2,1,3,0,0,0
2602,Human Knight,75,3,100,15,3,70,31|28|6,Body|Head|Legs,,0,2,27,0,0
2603,Master of Light,75,6,100,8,8,70,20|31|4,Body|Head|Legs,,0,2,28,0,0
2604,Wood Elf,74,9,100,13,2,70,22,Body|Head|Legs,,0,2,29,0,0
2605,Flying Devil,79,6,100,8,2,70,2|31,Body|Head|Legs,,0,2,30,0,0
2606,Necromancer,77,9,100,8,7,70,20|31|4,Body|Head|Legs,,0,2,31,0,0
